ID;GAS360_INF;GAS360_SUP;OIL360_INF;OIL360_SUP
633;-1.78365598218771;2.13050989667072;-1.64923750584119;2.08518526369286
587;-2.43652363419519;1.49475751605315;-2.48524803646664;1.2655040510277
264;-1.9143790875899;1.9970415362406;-1.81765196368894;1.91415161616286
680;-2.38894615065236;1.53860074298013;-2.42473540474642;1.32245390759605
443;-1.89625041098191;2.01535689502656;-1.79432834171876;1.93765334764542
504;-1.88497171799104;2.02678297358577;-1.77981246450927;1.95230984230429
158;-1.9525478689788;1.95868086992862;-1.86672510375345;1.86489540275704
581;-1.9525478689788;1.95868086992862;-1.86672510375345;1.86489540275704
55;-1.89952710485928;2.01204188107914;-1.79854476064866;1.93340036834825
275;-1.899136969489;2.0124364728967;-1.7980427556605;1.93390662513838
94;-1.9525478689788;1.95868086992862;-1.86672510375345;1.86489540275704
7;-1.66498298049911;2.25454645566047;-1.49587266342132;2.24366736254258
379;-1.94331246104856;1.96793779914384;-1.85485537104971;1.876785668463
245;-1.91494885139967;1.99646690600438;-1.81838483323975;1.91341410365764
489;-2.02860610232895;1.88304374469712;-1.96437936786266;1.76764290898548
628;-1.75975560789731;2.15526776686039;-1.61838713587206;2.11685375233915
546;-2.60663075082414;1.34094048534548;-2.70111706229992;1.06517705117515
125;-1.66781281959882;2.25155623524459;-1.49953512567784;2.23985188386892
141;-1.65743619177692;2.26252880126619;-1.48610408712216;2.25385149443995
701;-2.18615638954781;1.72968363562568;-2.16611585992202;1.5699041771556
687;-1.95141144392685;1.95981908818945;-1.86526466413403;1.86635755323909
57;-2.18456022531736;1.73121540489278;-2.1640756682428;1.57188293096406
21;-2.42834226259577;1.50227068728867;-2.47484666136799;1.27526791031052
389;-1.9053250801263;2.00618105353183;-1.8060047215536;1.92588044141378
602;-1.9525478689788;1.95868086992862;-1.86672510375345;1.86489540275704
278;-1.9525478689788;1.95868086992862;-1.86672510375345;1.86489540275704
714;-2.22671230119902;1.69091168309743;-2.2179293371786;1.51979273751698
11;-1.9525478689788;1.95868086992862;-1.86672510375345;1.86489540275704
128;-1.91021635043847;2.00124167610382;-1.81229725807602;1.91954200691097
520;-1.9525478689788;1.95868086992862;-1.86672510375345;1.86489540275704
164;-1.90431826151506;2.00719833262821;-1.80470937413327;1.92718576896146
538;-1.66565615452237;2.25383498416709;-1.49674392937099;2.24275955778774
511;-1.90431826151506;2.00719833262821;-1.80470937413327;1.92718576896146
522;-1.6687981554546;2.25051543151723;-1.50081031455952;2.23852377426568
613;-1.90547843478007;2.00602612230718;-1.80620202101477;1.92568163777973
751;-1.55621617648664;2.37070327514235;-1.35490070934832;2.39168997386678
487;-1.66803831532953;2.25131802846235;-1.49982695758453;2.23954792461716
679;-1.89835674150529;2.01322569928865;-1.79703878647759;1.93491917951202
480;-1.57330710239825;2.35229170206821;-1.37707851577316;2.36825216595327
352;-1.89547378520771;2.01614289986525;-1.79332893790164;1.93866169982935
642;-1.9525478689788;1.95868086992862;-1.86672510375345;1.86489540275704
648;-1.9525478689788;1.95868086992862;-1.86672510375345;1.86489540275704
573;-1.90069759648437;2.01085819114075;-1.80005085720048;1.93188167956523
297;-1.90276200141263;2.00877113686571;-1.80270706710882;1.9292038603948
58;-2.33294616915253;1.59067908834886;-2.35343206278821;1.39001569957527
599;-1.7566785294323;2.15846334245516;-1.61441393370129;2.12094001011185
773;-1.92394913771146;1.98739781783286;-1.82996028809652;1.90177300640362
75;-1.91417774980406;1.99724460823874;-1.81739298671957;1.91441224770746
621;-2.02959322291963;1.88206904777904;-1.96564562137092;1.76638850864013
640;-2.18730202146116;1.72858449520526;-2.16758014328733;1.56848425033909
770;-2.46299236856764;1.47052415904822;-2.51888685379749;1.23399795990165
138;-2.14029864205931;1.77386829576125;-2.10747194781411;1.62695183205327
779;-1.91016891739318;2.00128955408472;-1.8122362398351;1.91960344965553
593;-2.00758047460866;1.90384687582156;-1.93740125319867;1.79440874435946
603;-1.89854250500014;2.01303778297275;-1.79727782195214;1.9346780900765
89;-1.97788981321702;1.93336107318427;-1.89928220097708;1.83235943598826
283;-1.89589770059184;2.01571385089475;-1.79387445734925;1.9381112825357
433;-2.31544354037284;1.60706240371899;-2.33112881945265;1.41125102969195
99;-1.89396902177748;2.01766615950227;-1.79139247385711;1.94061581071305
518;-1.89713774952406;2.01445897953897;-1.79547019366451;1.93650140446003
677;-1.9827889128556;1.92847993420155;-1.90557387018997;1.82608490265676
494;-1.66588824348164;2.25358971248911;-1.49704431063831;2.2424465991677
144;-2.06094761026967;1.85120111336606;-2.0058510539031;1.72664719055293
78;-1.7632544272076;2.15163645775045;-1.62290452871346;2.11220995378581
71;-1.89879019445809;2.01278723314386;-1.79759654041981;1.93435664258949
713;-1.75902710911952;2.15602415259132;-1.61744650733841;2.11782098722418
332;-1.9525478689788;1.95868086992862;-1.86672510375345;1.86489540275704
588;-1.9525478689788;1.95868086992862;-1.86672510375345;1.86489540275704
626;-1.89194988397215;2.0197107871619;-1.78879395591488;1.94323864798544
658;-1.90623387999104;2.00526297524345;-1.80717393345684;1.92470237716305
273;-1.92363471470133;1.98771438873674;-1.82955594443054;1.90217939932953
349;-2.1627686086475;1.75217220992459;-2.13621463780121;1.59894748530171
179;-2.02161654688256;1.88995039917731;-1.95541250345011;1.77653067934188
466;-2.02349565181697;1.88809270830836;-1.95782334187344;1.77414027162488
60;-1.92354782121706;1.98780187907198;-1.8294442000655;1.90229171313744
372;-1.90873021555422;2.00274195214465;-1.81038544931527;1.92146730744974
33;-1.92394913771146;1.98739781783286;-1.82996028809652;1.90177300640362
