ID;GAS360_INF;GAS360_SUP;OIL360_INF;OIL360_SUP
703;-2.12048156800122;1.04604081887302;-1.32573442803675;1.52885404053813
772;-2.15717146947377;0.997574143535448;-1.4568717695881;1.38710005436381
774;-2.60418241804806;0.569941941303028;-0.250875299888283;2.61056627133977
698;-1.65617753712216;1.49486493400627;-1.13452717015728;1.70610630818427
70;-1.9356600028208;1.22916905257852;-0.562254066635394;2.29080788044012
106;-1.30960381882104;1.85754645170253;-1.09802790538789;1.75712659405808
361;-0.797582388774686;2.36676977478445;-0.949569202054367;1.90306283176571
319;-0.301810153229847;2.86291303733969;-1.67877926415927;1.17418724682409
780;-0.836393270600795;2.32022748325136;-1.23508368386153;1.61057856092852
292;-0.925786354716575;2.2294423660182;-1.78989795022126;1.05450939054498
458;-1.29783137043257;1.88669755485325;-0.219552799349903;2.65126838468649
20;-0.265631179736217;2.8998315117194;-1.71506957355233;1.13856359013201
108;-0.67088082816438;2.48737612991523;-1.5402423694682;1.30689489717525
461;-1.356782945121;1.79384395161339;-1.91904084137432;0.92121800078022
333;-2.23828700410137;0.923602774587857;-2.16346546409011;0.686946754236486
638;-0.794358174434347;2.38128937486224;-1.1243846056841;1.73843010614511
185;-1.94872947507843;1.20549736385774;-1.84480429035424;0.998699863925461
157;-2.23752405426118;0.917270980278269;-1.3412139148456;1.50280246212476
202;-2.07583564825228;1.0845774965992;-2.14919231674603;0.699888730847977
284;-1.35402664104602;1.79965228505679;-1.5254515460481;1.3175586702565
417;-1.60874428566406;1.54418904397933;-2.05613603703631;0.786202031468515
736;-0.932956626897084;2.22770752094248;-1.23911753460067;1.61018978969307
767;-2.004469585743;1.14910221958882;-1.34857414703519;1.49433950095874
649;-1.21394562409524;1.94594268683432;-0.830051643782055;2.01855627124619
744;-0.513930871539938;2.64537759309655;-1.62088754564785;1.22719764370865
737;-2.01090196786887;1.16344048852902;-1.20605395747327;1.65558422607542
97;-1.16768527871928;2.00766176822279;-1.01760948753956;1.8449343244029
285;-1.56715447787009;1.61932149401842;-0.00944910289662682;2.86312732430585
34;-1.87674333979485;1.27686569959406;-1.47687578844921;1.36607142567722
723;-1.98507195523307;1.18018938376506;-1.75404230197843;1.09940934446615
609;-3.21786428460529;-0.00921206722603141;-0.937899446783122;1.95466864538171
194;-3.41242599740723;-0.17171795761078;-1.50409228475992;1.41737381280102
660;-1.52977946453214;1.63796353970524;-0.922796209791327;1.93289263320813
