ID;GAS360_INF;GAS360_SUP;OIL360_INF;OIL360_SUP
661;-1.95062937785054;2.0997717001004;-1.88228422661868;2.10424750536975
523;-1.72054312441261;2.34035638071633;-1.54108598325281;2.4557786299184
774;-1.71881760869075;2.34221654573274;-1.5385135594924;2.45848357973613
269;-1.9443467526022;2.10614982491693;-1.87301423279674;2.11361149286087
70;-1.95050988797901;2.09989290903174;-1.88210794339758;2.10442548054341
232;-1.95020718893106;2.10019997977174;-1.88166136785296;2.10487635884441
780;-1.92271274969603;2.12819271959835;-1.84107381674373;2.14595435301895
684;-2.01687330802551;2.03314996391846;-1.9798735657274;2.00628631774372
108;-1.9367094727393;2.11391726029551;-1.86174202172507;2.12501180707181
284;-2.06862875511071;1.98188637991825;-2.05592687413645;1.93071711640417
550;-2.22821803487067;1.82800575744854;-2.28941732534635;1.70284530468124
565;-2.55100385394102;1.53478636842109;-2.75728297030919;1.26407986715446
208;-1.94759491648471;2.10285098488967;-1.87780720584412;2.10876864276299
767;-2.00868794325628;2.04132029284977;-1.96783008282145;2.01831500190658
442;-2.00868794325628;2.04132029284977;-1.96783008282145;2.01831500190658
700;-1.91118039944984;2.13999398202466;-1.82403504902456;2.16325779253693
193;-1.94581143937636;2.10466194154874;-1.87517560085684;2.11142729398565
479;-2.00868794325628;2.04132029284977;-1.96783008282145;2.01831500190658
737;-1.96281386683287;2.08743166917223;-1.90025516904062;2.08612347368805
113;-1.71617929870096;2.34506238979188;-1.53457992525757;2.46262147550876
53;-2.00868794325628;2.04132029284977;-1.96783008282145;2.01831500190658
242;-1.95020718893106;2.10019997977174;-1.88166136785296;2.10487635884441
728;-1.96240111034156;2.08784905553676;-1.89964654897318;2.08673665062187
354;-1.96222878032623;2.08802333181564;-1.89939244070244;2.08699267446622
206;-2.50598996075901;1.57431501790924;-2.69236910812348;1.32359498051939
514;-2.00868794325628;2.04132029284977;-1.96783008282145;2.01831500190658
277;-1.96855512358845;2.08163065033745;-1.90871966936208;2.07760015365455
385;-1.81421631892017;2.24064351008881;-1.68042572436202;2.31049445021168
91;-1.96838582508212;2.08180158739283;-1.90847009785442;2.07785133787355
629;-1.72378654227924;2.33686218063791;-1.5459207530034;2.45069703245226
130;-1.94708530903115;2.10336835851251;-1.87705527681064;2.10952821550378
769;-1.94365342399979;2.10685433181929;-1.87199107277272;2.11464565491817
